-90	-1
-80	-1
-70	17752.61357
-69.75	15603.9941
-69.5	13756.85177
-69.25	12163.67263
-69	10785.18579
-68.75	9588.810518
-68.5	8547.419408
-68.25	7638.345834
-68	6842.586229
-67.75	6144.155667
-67.5	5529.565522
-67.25	4987.398465
-67	4507.961502
-66.75	4083.001642
-66.5	3705.472175
-66.25	3369.339908
-66	3069.425726
-65.75	2801.272188
-65.5	2561.033369
-65.25	2345.382907
-65	2151.437018
-64.75	1976.68983
-64.5	1818.959026
-64.25	1676.339899
-64	1547.166545
-63.75	1429.978893
-63.5	1323.494722
-63.25	1226.585793
-63	1138.257456
-62.75	1057.631213
-62.5	983.929748
-62.25	916.4640549
-62	854.622358
-61.75	797.8605408
-61.5	745.693872
-61.25	697.6898301
-61	653.4618797
-60.75	612.6640556
-60.5	574.9862413
-60.25	540.1500526
-60	507.9052336
-59.75	478.0265022
-59.5	450.3107831
-59.25	424.574775
-59	400.6528109
-58.75	378.3949709
-58.5	357.6654172
-58.25	338.3409215
-58	320.3095613
-57.75	303.4695647
-57.5	287.7282837
-57.25	273.0012827
-57	259.2115255
-56.75	246.2886525
-56.5	234.1683342
-56.25	222.7916935
-56	212.1047901
-55.75	202.058157
-55.5	192.6063861
-55.25	183.707755
-55	175.3238928
-54.75	167.4194781
-54.5	159.9619679
-54.25	152.9213523
-54	146.269934
-53.75	139.9821276
-53.5	134.0342801
-53.25	128.4045058
-53	123.0725392
-52.75	118.0195996
-52.5	113.228269
-52.25	108.6823811
-52	104.3669201
-51.75	100.2679287
-51.5	96.37242394
-51.25	92.66832078
-51	89.14436227
-50.75	85.79005548
-50.5	82.59561319
-50.25	79.55190035
-50	76.65038512
-49.75	73.88309394
-49.5	71.24257029
-49.25	68.72183693
-49	66.31436106
-48.75	64.01402239
-48.5	61.81508373
-48.25	59.71216385
-48	57.70021257
-47.75	55.77448773
-47.5	53.93053391
-47.25	52.16416288
-47	50.47143541
-46.75	48.84864455
-46.5	47.29230012
-46.25	45.79911437
-46	44.36598863
-45.75	42.99000105
-45.5	41.66839514
-45.25	40.39856915
-45	39.17806625
-44.75	38.00456533
-44.5	36.87587254
-44.25	35.78991336
-44	34.74472519
-43.75	33.73845058
-43.5	32.76933073
-43.25	31.83569963
-43	30.93597843
-42.75	30.06867032
-42.5	29.23235561
-42.25	28.42568729
-42	27.64738672
-41.75	26.89623976
-41.5	26.17109302
-41.25	25.47085039
-41	24.79446984
-40.75	24.14096038
-40.5	23.50937916
-40.25	22.89882888
-40	22.30845523
-39.75	21.73744455
-39.5	21.18502165
-39.25	20.65044772
-39	20.13301836
-38.75	19.63206181
-38.5	19.14693717
-38.25	18.6770328
-38	18.22176481
-37.75	17.7805756
-37.5	17.35293252
-37.25	16.9383266
-37	16.53627134
-36.75	16.14630156
-36.5	15.76797238
-36.25	15.40085816
-36	15.04455157
-35.75	14.69866268
-35.5	14.36281814
-35.25	14.03666031
-35	13.71984657
-34.75	13.41204858
-34.5	13.11295156
-34.25	12.82225371
-34	12.53966556
-33.75	12.26490937
-33.5	11.99771866
-33.25	11.73783761
-33	11.48502062
-32.75	11.23903183
-32.5	10.99964466
-32.25	10.76664141
-32	10.53981286
-31.75	10.31895788
-31.5	10.10388309
-31.25	9.894402496
-31	9.690337183
-30.75	9.491514995
-30.5	9.297770248
-30.25	9.10894345
-30	8.924881032
-29.75	8.745435101
-29.5	8.570463193
-29.25	8.39982805
-29	8.233397396
-28.75	8.071043733
-28.5	7.912644143
-28.25	7.758080095
-28	7.60723727
-27.75	7.460005384
-27.5	7.316278029
-27.25	7.175952512
-27	7.038929711
-26.75	6.905113926
-26.5	6.774412749
-26.25	6.646736929
-26	6.52200025
-25.75	6.400119414
-25.5	6.281013923
-25.25	6.164605975
-25	6.050820358
-24.75	5.93958435
-24.5	5.830827626
-24.25	5.724482164
-24	5.620482163
-23.75	5.518763954
-23.5	5.419265925
-23.25	5.321928441
-23	5.226693773
-22.75	5.133506027
-22.5	5.042311077
-22.25	4.9530565
-22	4.865691514
-21.75	4.780166921
-21.5	4.696435047
-21.25	4.614449691
-21	4.534166066
-20.75	4.455540759
-20.5	4.378531674
-20.25	4.303097988
-20	4.229200109
-19.75	4.156799631
-19.5	4.085859293
-19.25	4.016342942
-19	3.94821549
-18.75	3.881442884
-18.5	3.815992064
-18.25	3.751830937
-18	3.688928338
-17.75	3.627254002
-17.5	3.566778533
-17.25	3.507473378
-17	3.449310793
