-16.75	3.392263822
-16.5	3.336306271
-16.25	3.281412678
-16	3.227558296
-15.75	3.174719064
-15.5	3.12287159
-15.25	3.071993125
-15	3.022061545
-14.75	2.973055332
-14.5	2.924953552
-14.25	2.87773584
-14	2.831382379
-13.75	2.785873885
-13.5	2.741191589
-13.25	2.697317223
-13	2.654233002
-12.75	2.61192161
-12.5	2.57036619
-12.25	2.529550321
-12	2.489458014
-11.75	2.450073692
-11.5	2.411382185
-11.25	2.373368708
-11	2.336018858
-10.75	2.2993186
-10.5	2.263254254
-10.25	2.227812488
-10	2.192980304
-9.75	2.158745033
-9.5	2.12509432
-9.25	2.092016121
-9	2.059498686
-8.75	2.02753056
-8.5	1.996100566
-8.25	1.965197804
-8	1.934811638
-7.75	1.904931692
-7.5	1.875547838
-7.25	1.846650197
-7	1.818229124
-6.75	1.790275206
-6.5	1.762779253
-6.25	1.735732295
-6	1.709125573
-5.75	1.682950535
-5.5	1.657198829
-5.25	1.631862298
-5	1.606932975
-4.75	1.58240308
-4.5	1.558265011
-4.25	1.534511339
-4	1.511134809
-3.75	1.488128329
-3.5	1.465484971
-3.25	1.443197963
-3	1.421260684
-2.75	1.399666664
-2.5	1.378409579
-2.25	1.357483245
-2	1.336881615
-1.75	1.316598777
-1.5	1.29662895
-1.25	1.27696648
-1	1.257605836
-0.75	1.238541609
-0.5	1.219768508
-0.25	1.201281356
0	1.183075088
0.25	1.16514475
0.5	1.147485491
0.75	1.130092566
1	1.112961331
1.25	1.09608724
1.5	1.079465844
1.75	1.063092788
2	1.046963806
2.25	1.031074726
2.5	1.015421458
2.75	1
3	1.001545476
3.25	1.017004415
3.5	1.032709805
3.75	1.04866631
4	1.064878702
4.25	1.081351864
4.5	1.098090794
4.75	1.115100604
5	1.132386529
5.25	1.149953925
5.5	1.167808277
5.75	1.185955198
6	1.204400435
6.25	1.223149875
6.5	1.242209545
6.75	1.261585615
7	1.281284408
7.25	1.3013124
7.5	1.321676223
7.75	1.342382675
8	1.363438717
8.25	1.384851486
8.5	1.406628295
8.75	1.428776637
9	1.451304195
9.25	1.474218844
9.5	1.497528657
9.75	1.521241913
10	1.545367101
10.25	1.569912926
10.5	1.594888317
10.75	1.620302432
11	1.646164667
11.25	1.672484661
11.5	1.699272305
11.75	1.72653775
12	1.754291412
12.25	1.782543983
12.5	1.81130644
12.75	1.84059005
13	1.870406384
13.25	1.900767321
13.5	1.931685065
13.75	1.963172146
14	1.99524144
14.25	2.027906172
14.5	2.061179931
14.75	2.095076682
15	2.129610777
15.25	2.164796967
15.5	2.200650415
15.75	2.237186713
16	2.27442189
16.25	2.312372432
16.5	2.351055293
16.75	2.390487913
17	2.430688233
17.25	2.471674714
17.5	2.513466351
17.75	2.556082693
18	2.599543863
18.25	2.643870576
18.5	2.689084158
18.75	2.735206571
19	2.782260432
19.25	2.830269035
19.5	2.87925638
19.75	2.929247191
20	2.980266946
20.25	3.032341901
20.5	3.085499121
20.75	3.139766506
21	3.195172824
21.25	3.251747738
21.5	3.309521842
21.75	3.368526696
22	3.428794858
22.25	3.490359923
22.5	3.553256561
22.75	3.617520556
23	3.683188851
23.25	3.750299587
23.5	3.818892152
23.75	3.889007228
24	3.960686838
24.25	4.033974401
24.5	4.108914781
24.75	4.185554349
25	4.263941039
25.25	4.344124409
25.5	4.426155703
25.75	4.510087924
26	4.595975897
26.25	4.683876349
26.5	4.773847979
26.75	4.865951542
27	4.960249932
27.25	5.056808268
27.5	5.155693988
27.75	5.256976943
28	5.3607295
28.25	5.467026642
28.5	5.575946086
28.75	5.68756839
29	5.801977083
29.25	5.919258782
29.5	6.039503336
29.75	6.162803955
30	6.289257366
30.25	6.418963959
30.5	6.552027955
30.75	6.68855757
31	6.828665198
31.25	6.972467594
31.5	7.120086073
31.75	7.271646715
32	7.427280588
32.25	7.587123966
32.5	7.751318582
32.75	7.920011871
33	8.093357244
33.25	8.271514363
33.5	8.454649442
33.75	8.642935555
34	8.836552966
34.25	9.035689476
34.5	9.240540788
34.75	9.451310892
35	9.668212472
35.25	9.891467337
35.5	10.12130687
35.75	10.35797253
36	10.60171631
36.25	10.85280132
36.5	11.11150234
36.75	11.3781064
37	11.65291346
37.25	11.93623702
37.5	12.22840487
37.75	12.52975986
38	12.84066064
38.25	13.16148257
38.5	13.49261858
38.75	13.83448014
39	14.18749825
39.25	14.55212455
39.5	14.92883244
39.75	15.31811828
40	15.7205027
40.25	16.13653198
40.5	16.56677949
40.75	17.01184725
41	17.47236759
41.25	17.9490049
41.5	18.44245754
41.75	18.95345982
42	19.48278413
42.25	20.03124327
42.5	20.59969283
42.75	21.18903385
43	21.80021555
43.25	22.43423835
43.5	23.09215707
43.75	23.77508429
44	24.48419403
44.25	25.22072568
44.5	25.98598818
44.75	26.78136454
45	27.60831666
45.25	28.46839052
45.5	29.36322177
45.75	30.29454172
46	31.26418377
46.25	32.27409041
46.5	33.32632063
46.75	34.42305801
47	35.5666194
47.25	36.75946429
47.5	38.00420492
47.75	39.30361721
48	40.66065257
48.25	42.07845068
48.5	43.56035327
48.75	45.10991916
49	46.73094042
49.25	48.42745999
49.5	50.20379076
49.75	52.06453633
50	54.01461347
50.25	56.05927669
50.5	58.20414488
50.75	60.45523031
51	62.81897035
51.25	65.30226195
51.5	67.91249932
51.75	70.65761515
52	73.54612559
52.25	76.58717953
52.5	79.79061257
52.75	83.16700619
53	86.72775256
53.25	90.48512591
53.5	94.45236077
53.75	98.64373812
54	103.0746803
54.25	107.7618557
54.5	112.7232936
54.75	117.9785122
55	123.5486591
55.25	129.4566669
55.5	135.7274263
55.75	142.3879767
56	149.4677194
56.25	156.9986529
56.5	165.0156361
56.75	173.5566801
57	182.6632747
57.25	192.3807523
57.5	202.7586947
57.75	213.8513878
58	225.7183329
58.25	238.4248177
58.5	252.0425596
58.75	266.6504292
59	282.3352639
59.25	299.1927871
59.5	317.3286455
59.75	336.8595827
60	357.9147689
60.25	380.6373088
60.5	405.1859561
60.75	431.737063
61	460.4868039
61.25	491.6537136
61.5	525.4815902
61.75	562.2428204
62	602.2421967
62.25	645.8213039
62.5	693.3635744
62.75	745.3001197
63	802.1164729
63.25	864.3603998
63.5	932.6509681
63.75	1007.689094
64	1090.269836
64.25	1181.296762
64.5	1281.798761
64.75	1392.949781
65	1516.092041
65.25	1652.763401
65.5	1804.729711
65.75	1974.023146
66	2162.987755
66.25	2374.333705
66.5	2611.202102
66.75	2877.242625
67	3176.70678
67.25	3514.5603
67.5	3896.618958
67.75	4329.713315
68	4821.889015
68.25	5382.651338
68.5	6023.264631
68.75	6757.120546
69	7600.191963
69.25	8571.595252
69.5	9694.289514
69.75	10995.94871
70	12510.05527
80	-1
90	-1
